dataset,measure,value,region,period,typ
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,158,lubuskie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,2492,łódzkie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,1936,małopolskie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,3834,mazowieckie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,519,opolskie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,1317,podkarpackie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,1560,podlaskie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,1025,pomorskie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,475,śląskie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,1366,świętokrzyskie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,741,warmińsko-mazurskie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,2107,wielkopolskie,2025-Q1,
TABLICA 5. WNIOSKI O PRZYZNANIE EMERYTUR I RENT WEDŁUG WOJEWÓDZTW,Liczba wniosków pozostałych do załatwienia w następnym okresie,532,zachodniopomorskie,2025-Q1,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,6036176120.71,OGÓŁEM,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,223825619.81,dolnośląskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,423938284.2,kujawsko-pomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,760625019.44,lubelskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,74621215.25,lubuskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,514006497.04,łódzkie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,526698067.8,małopolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,938005753.6,mazowieckie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,121022929.98,opolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,333884097.55,podkarpackie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,432924688.73,podlaskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,202337608.7,pomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,160292872.69,śląskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,324758451.58,świętokrzyskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,222848593.25,warmińsko-mazurskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,646160282.41,wielkopolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,129248723.46,zachodniopomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,977415.22,Emerytury finansowane z funduszu emerytalno-rentowego,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,194812.36,MON,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,726615.04,MSWiA,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",Ogółem,55987.82,MS,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,4797203284.42,OGÓŁEM,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,181499605.41,dolnośląskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,336950482.18,kujawsko-pomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,603048264.12,lubelskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,56381959.91,lubuskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,434944916.72,łódzkie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,364706956.63,małopolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,775386105.31,mazowieckie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,105237691.55,opolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,253774172.89,podkarpackie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,350441672.2,podlaskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,154833706.79,pomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,129253236.24,śląskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,262452228.69,świętokrzyskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,174686105.02,warmińsko-mazurskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,508504008.02,wielkopolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,104124757.52,zachodniopomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,977415.22,Emerytury finansowane z funduszu emerytalno-rentowego,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,194812.36,MON,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,726615.04,MSWiA,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",emerytury,55987.82,MS,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,1238972836.29,OGÓŁEM,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,42326014.40,dolnośląskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,86987802.02,kujawsko-pomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,157576755.32,lubelskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,18239255.34,lubuskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,79061580.32,łódzkie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,161991111.17,małopolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,162619648.29,mazowieckie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,15785238.43,opolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,80109924.66,podkarpackie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,82483016.53,podlaskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,47503901.91,pomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,31039636.45,śląskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,62306222.89,świętokrzyskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,48162488.23,warmińsko-mazurskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,137656274.39,wielkopolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,25123965.94,zachodniopomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,-,Emerytury finansowane z funduszu emerytalno-rentowego,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,-,MON,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,-,MSWiA,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",renty razem,-,MS,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,979116835.93,OGÓŁEM,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,33727780.07,dolnośląskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,70418713.17,kujawsko-pomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,125809328.52,lubelskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,14903718.32,lubuskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,57080378.36,łódzkie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,138104220.53,małopolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,120572946.83,mazowieckie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,11377609.66,opolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,65830644.91,podkarpackie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,63251775.80,podlaskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,37886107.72,pomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,25120118.22,śląskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,48458334.69,świętokrzyskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,36622865.18,warmińsko-mazurskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,110422875.51,wielkopolskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,19529418.44,zachodniopomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,-,Emerytury finansowane z funduszu emerytalno-rentowego,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,-,MON,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,-,MSWiA,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy ogółem,-,MS,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy w tym wypadkowe,66096211.96,OGÓŁEM,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy w tym wypadkowe,2435157.39,dolnośląskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy w tym wypadkowe,5792176.76,kujawsko-pomorskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy w tym wypadkowe,8313450.53,lubelskie,2025,
"TABLICA 6 (18). WYDATKI NA ŚWIADCZENIA EMERYTALNO-RENTOWE WEDŁUG WOJEWÓDZTW ORAZ ŚWIADCZENIA EMERYTALNE WYPŁACONE PRZEZ MON, MSWiA i MS",z tytułu niezdolności do pracy w tym wypadkowe,944538.84,lubuskie,2025,
