TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,191892.29,Australia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,-,Bia≥oruú,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,-,Izrael,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,482511.64,Kanada,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,-,Quebec,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,-,Korea,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,-,Macedonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,-,Mo≥dawia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,-,Mongolia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,-,Turcja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,63115.25,Ukraina,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Razem emerytury i renty Kwota wyp≥at w z≥,847921.39,USA,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,3418,OG”£EM,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,34,åwiadczenia zbiegowe,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,3146,do paÒstw UE/EFTA i Wielkiej Brytanii razem,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,89,Austria,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,36,Belgia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Bu≥garia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Chorwacja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Cypr,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Czechy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Dania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Estonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Finlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,20,Francja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,1,Grecja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,11,Hiszpania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,6,Holandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,9,Irlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Islandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Lichtenstein,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,1,Litwa,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,1,Luksemburg,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,£otwa,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Malta,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,2910,Niemcy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,3,Norwegia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Portugalia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Rumunia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,1,S≥owacja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,S≥owenia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,1,Szwajcaria,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,10,Szwecja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,WÍgry,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,30,Wielka Brytania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,17,W≥ochy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,272,do paÒstw objÍtych umowami dwustronnymi razem,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,61,Australia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Bia≥oruú,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Izrael,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,74,Kanada,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Quebec,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Korea,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Macedonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Mo≥dawia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Mongolia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,-,Turcja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,2,Ukraina,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury PrzeciÍtna liczba osÛb,135,USA,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,11226486.16,OG”£EM,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,252089.96,åwiadczenia zbiegowe,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,9773602.06,do paÒstw UE/EFTA i Wielkiej Brytanii razem,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,276726.74,Austria,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,244140.61,Belgia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Bu≥garia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Chorwacja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Cypr,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Czechy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Dania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Estonia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Finlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,132448.01,Francja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,1280.04,Grecja,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,66980.04,Hiszpania,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,27985.51,Holandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,55372.80,Irlandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Islandia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Lichtenstein,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,3180.92,Litwa,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,2731.05,Luksemburg,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,£otwa,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Malta,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,8605387.13,Niemcy,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,13461.37,Norwegia,,;;;
TABLICA 12. åWIADCZENIA EMERYTALNO RENTOWE TRANSFEROWANE DO POSZCZEG”LNYCH PA—STW UE EFTA I WIELKIEJ BRYTANII  ORAZ DO INNYCH PA—STW NA PODSTAWIE UM”W DWUSTRONNYCH ,Emerytury Kwota wyp≥at w z≥,-,Portugalia,,;;;
